date,AZZA3,C3,F11,F4,G11,G3,H3,I3,I4,K3,L3,O3,P3,T3,V34
2023-01-03,-1.3392193535891423,-1.8658925350432354,1.0905155308759789,-0.016593263036860026,-0.6426075776860467,7.406732301423775,-1.2781650589453368,-0.33886721105966566,-2.085990684573803,0.3288067037948973,-2.019694996370918,-0.11322901944565289,-1.457680085253199,-1.1194895175243915,0.9163751398828718
2023-01-04,1.0233771621224126,-0.4936564995432764,-2.1480734866442046,-0.13660393069612867,-0.5731453704824182,-0.24874157672698557,-0.9550724352643112,0.44498220957627516,0.6209466276825955,0.12498477677027027,0.05843437595809819,-0.6462028444476217,0.12655471576478206,0.69188066649621,1.0583424814278066
2023-01-05,0.5434731412289,-0.4019941025421301,-1.0426889902097798,-0.07698344798235801,0.7236799117847216,6.910974346738367,-0.0445502385402004,-0.08311147618195922,1.1035621035982075,0.3917171182539117,2.726759121015844,-0.6760183999661029,0.6074853658728706,4.960476257467527,-0.7311243837717752
2023-01-06,0.8777318499232288,-0.4578802351599118,0.28131313967868987,-0.11742825449804142,-0.3511338402406891,-3.6252677402600995,0.8881797959780926,0.06239180221788209,1.279276922872501,0.5373008464638066,-0.17210271188665413,2.20250691728792,0.8549392689613909,2.0605456153173978,0.27920426804270837
2023-01-09,-0.42253661549539345,0.9794654708824525,-2.9201778625292603,0.09383218444604825,0.39640364379555093,0.09018172269707296,-0.4087591172298447,0.18044682686158328,0.4994094583635574,-0.060094615077667106,0.2366259765213492,2.7172010497263,0.5600003884423523,-0.819803791854151,0.6614364413274537
2023-01-10,1.2071710853601436,2.024955169157044,1.8789676262312858,1.735024991318184,-0.009960992163878407,-4.018524789084101,2.345574890446493,0.01665299041049291,1.623839448473809,0.019089160584454538,1.4550216811561152,1.0665113884813304,1.548902133698377,0.4662911980536711,-1.6522081714733128
2023-01-11,1.113479126946975,-0.370797647882758,0.22380289729127725,1.4763252826117932,0.24284164397655778,-1.5120088620423544,-0.3906310518038427,0.47566397449320236,0.5758666874665432,0.48853377307521095,-1.1543670756129365,1.8614993028469107,0.14419362203018368,0.03006359605687236,0.6571383874638769
2023-01-12,0.3521520430655664,-1.8511552540871203,-0.4696891667025661,1.475285139553981,-0.7470615281962631,-1.6080442020813703,-0.7430329696185889,0.21797157590691144,-0.8910022149848555,-0.4258469730744396,-0.4395427045200392,-0.10072830845131459,-0.6440988929810545,-1.261456172839847,-0.427085622043085
2023-01-13,-0.4452293169695296,-0.45113288463625856,-0.6639027945949567,-1.0558275933922379,0.2892371959868338,-2.1931704837666026,-0.40028911137214457,-0.026987288605471053,-0.7149091503706805,-0.060094615077667106,-0.17321348982761597,-0.47691866974450914,-0.6177742609479282,-0.9782501186928566,-0.029431570074730743
2023-01-16,-0.7106860260781052,-0.863565067459716,-1.21834474878317,-0.04207365786773044,0.25647132630298314,0.5742250913841012,-1.4808710813946149,0.0944045418409152,-1.4645654449588972,-0.21371047162062606,-0.8616391741289698,-0.006904986928813186,-0.4063639535814249,-0.8946160641777237,-0.5057016550468568
2023-01-17,1.4690801273723888,-0.5245709083815194,0.3540986691387283,0.864206236502022,0.25565625057418573,0.19037831489770865,-0.231096245443859,0.00764722475439869,1.1623089418281298,-0.060094615077667106,-0.27431468356643596,0.012072850165561793,0.6112271335852872,0.6247398109061499,-0.9483720597216291
2023-01-18,0.21164229223500833,0.0013437574752037133,-0.27462512889447743,0.4794205632882031,-0.2242365033403787,-0.3716877041536394,0.517831103236774,0.3097824576259922,0.5841051145168366,-0.13847039031266745,0.6285720285828901,-0.025875665285111163,1.6437226755895078,0.6141583934714231,0.8754625096729084
2023-01-19,0.813626169409704,-0.586407363420528,0.2503918912434668,0.5216838419342714,0.04060183654101659,0.0009117192109285476,-0.0445502385402004,-0.18749378788827187,0.023739457802733774,0.494189755049603,0.5224929433595906,0.03105254619197607,-0.7555239890091011,-0.42904309136004504,0.6044963697883826
2023-01-20,-0.19261438821543148,-0.05219540286010764,-0.7882522385602172,-0.4413160514365505,0.01530336012400042,1.8127186236410084,1.4334032195843514,-0.14681214840864196,-1.085280328507699,-0.35550973464988717,-0.12873712137134327,-0.04483389309192554,-1.2435625362842242,-0.31915052865950827,1.9050817801132864
2023-01-23,0.34233677957583303,-0.27074771753843013,0.05500174187904931,-1.3392874352890187,0.19240997796432874,-0.5336161597895185,-0.40028911137214457,0.24142148446146794,-1.7534960003856161,-0.36732636978279865,-0.17548326012875845,-1.335353583535341,-0.6193346374754757,-0.4405618863098359,-0.8169934286041449
