date,AZZA3,C3,F11,F4,G11,G3,H3,I3,I4,K3,L3,O3,P3,T3,V34
2023-01-03,-0.031165713828055663,-0.07561438530281506,0.013840383986787552,-0.0009610318636136261,-0.00963637769008241,0.5042372504653203,-0.03225814248860648,-0.02001050652694536,-0.02511948952505383,0.050632917296348,-0.06853584037680771,-0.0021141623655159814,-0.01899294458867362,-0.03501942276541248,0.013598215212288878
2023-01-04,0.022977234295025406,-0.018404842169334135,-0.02623463336749099,-0.0032704122121145485,-0.008628646990296751,-0.01971831414731573,-0.023809502184254927,0.025255209202699858,0.008588799430220728,0.024096368631153275,0.0016722743811856677,-0.012711890611440069,0.003151774035279553,0.020161270940217024,0.015533898077510822
2023-01-05,0.01197941120737478,-0.014583368516629225,-0.012556360935232935,-0.0021231277762155942,0.010185190084700979,0.4703066090454917,0.0,-0.005241131074950611,0.01459859575715905,0.05882352416190617,0.09181971775361286,-0.013304747408647621,0.00987430905182829,0.1501976753905565,-0.008864955286612353
2023-01-06,0.019639522362272732,-0.01691330304090044,0.003827134483710415,-0.0029014122669862585,-0.0054077900129893,-0.2508143508659052,0.02439022120941492,0.0031613884197185804,0.016786694415743986,0.07777776399713043,-0.006116256272821863,0.04393226429855557,0.013333264159223424,0.06185560928849254,0.004910578144371014
2023-01-09,-0.010158357894075598,0.043010710787809936,-0.03578882381756565,0.0011638988893380997,0.005437193212140645,0.003478257552437247,-0.00952380087370197,0.009978826878297209,0.007075351001377239,0.0,0.007692350180044327,0.054166516506594986,0.009210555507601192,-0.025889943666086213,0.010122201186066437
2023-01-10,0.027189187027970574,0.08659795557784955,0.02359686473610334,0.03274557817015378,-0.0004581869585912335,-0.27772963035533793,0.06250005731216057,0.0005200647182794782,0.021077378623146847,0.010309313364983863,0.048854977777081476,0.021343965702780077,0.023033601738727594,0.01328902391354192,-0.021423661295228213
2023-01-11,0.02504207523373081,-0.013282765069207891,0.003115490014697464,0.027767387188451398,0.0032093754135436026,-0.10617879122152818,-0.009049764968910634,0.027027018956270465,0.008027438942111553,0.07142854615228478,-0.0393013553765863,0.03715161981264048,0.0033983338355254578,0.0,0.010063598488241787
2023-01-12,0.007594960361103853,-0.07499997707513584,-0.005465934287447571,0.027747371584970537,-0.01115175499927823,-0.11275163721562409,-0.018264822286715,0.012145805099361695,-0.01023882847363522,-0.04761904368718073,-0.015151525175565062,-0.0018655964289086002,-0.007620560539901233,-0.03934422538857729,-0.004719476368453934
2023-01-13,-0.010678400038604319,-0.016632000968346272,-0.007869176707563152,-0.020959148587905263,0.0038824640465782156,-0.15279882125279765,-0.009302316297383983,-0.0020000729667064565,-0.008046019693705775,0.0,-0.006153783111231492,-0.009345819716996995,-0.007252590104661394,-0.030716774927414536,0.0007024194443769893
2023-01-16,-0.016761795461652573,-0.03382660608180088,-0.014729964172669252,-0.0014513543011283048,0.003407109546413878,0.03660712985663972,-0.037558759542899,0.005010059265616151,-0.017381156817386056,-0.019999980926513672,-0.029411752556902426,0.0,-0.004297458852762115,-0.028168988071767043,-0.005791382810887091
2023-01-17,0.03319128157959317,-0.019693686916246178,0.004727798736096744,0.015988303515302116,0.0033952847445881673,0.010335907761208851,-0.004878044241882984,0.0,0.015330144060585527,0.0,-0.009569414643463836,0.00037735804421701324,0.009926612153044356,0.018115924814873674,-0.011827063326878218
2023-01-18,0.004374938618324498,0.0022320875004695484,-0.003052168706799585,0.00858382448492434,-0.003566812778554307,-0.028132986921084013,0.014705868603311245,0.017447697482483315,0.008130028417786095,-0.010204115936185087,0.020933967265336362,-0.00037721569883875095,0.024359020305849466,0.01779357769908918,0.013040383556030655
2023-01-19,0.0181704308304107,-0.02227169481740643,0.003444508111251965,0.00939710206326061,0.0002753589047665983,-0.002631555611846359,0.0,-0.011268998066378377,0.001152043596487795,0.07216492541777364,0.017350161229028993,0.0007547530517062473,-0.009178080547416867,-0.013986001160915085,0.009345840090456248
2023-01-20,-0.004889296020337497,0.0,-0.00940790425154725,-0.009134025816747493,-9.166155671247456e-05,0.12137204294906301,0.0386474225626221,-0.008919715819531993,-0.01265808759672693,-0.0384615031925164,-0.004651180808326161,-0.0007541838291595937,-0.01599997102735451,-0.010638287978706695,0.027078938887173054
2023-01-23,0.0073700267770555605,-0.009111608899671664,0.0010267071540221995,-0.02641380192192533,0.0024777324075435647,-0.039215686274509776,-0.009302316297383983,0.013499989801897483,-0.02097908079081323,-0.03999996727163124,-0.006230465677725561,-0.026415063095196478,-0.007274401328053126,-0.014336904085998858,-0.010035754407918596
2023-01-24,0.010486626297534274,0.02758618119308176,-0.00012808656740137536,-0.0100145797447726,0.0017391256268390887,-0.035918333092514354,0.01408449285348734,0.03848045289817237,0.0190475467919502,0.04166663115411495,0.021943518243420446,0.005426312030425207,0.016810404164087744,0.021818161010742188,-0.012199195256705653
2023-01-25,0.01810064601590322,0.09172267192247197,0.01730982619687471,0.030163715990492834,-0.00036543573232883375,0.024555457370800005,0.009259250061012025,0.002850414988761374,0.0023365809051210107,0.010000033812089582,0.024539848540279463,-0.011179670009757836,0.011021599715427044,0.10320283550118892,-0.008523339324990054
2023-01-26,-0.008652423429194367,-0.00819671330225158,-0.008696685023455775,0.008034282821937744,-0.019928731183500803,0.02727272010763082,0.0,-0.005210786601337114,0.0046618178813200295,0.009900937405596721,-0.025448995516191064,-0.011695854845210851,0.015932928933261037,-0.0064516069489635175,0.005438611693733053
2023-01-27,-0.009564925639238386,-0.028925689857240422,0.0040687942522430465,-0.0005313209865730473,0.0027048444946269345,0.0016089705227946283,-0.0045871514481795606,0.0009523700955971215,-0.023201955060330404,0.07843139484008632,-0.023041524967983618,0.01183426671086063,0.0028890177348153134,-0.012987000923330161,0.03821322741527022
2023-01-30,0.06361677914272934,0.059574515142826856,0.006711290910682122,-0.004253103073670883,-0.003348747399654295,-0.02409640123139667,-0.009216580748084957,-0.011417658507625661,0.009501268433654397,0.10909089350682466,-0.003144678916218391,0.005848022893048421,0.02469127114712011,0.006578941176802688,-0.012773083145903308
